<OUTPUT SRCFILE="394.raw">
* * Fz 1 -
este este DD0MS0 0.843484 - este PD0MS00 0.156516 -
processo processo NCMS000 0.998008 01182654-n:0.013157/01181902-n:0.00211782/01023820-n:0.00210191/01198307-n:0.00205664/01195867-n:0.00196666/01023636-n:0.00189197
eleitoral eleitoral AQ0CS00 1 02717538-a:0.00609011/00846219-a:0.005128
, , Fc 1 -
a o DA0FS0 0.675415 -
eleição eleição NCFS000 1 00181781-n:0.00417294/00180962-n:0.00350113/05790944-n:0.00309944/00183505-n:0.00292118
foi ir VMIS3S0 0.5 01835496-v:0.00137539/02051694-v:0.00074923/01955984-v:0.000704662/01995549-v:0.000695175/02072849-v:0.00068425/01904930-v:0.000651488/02009433-v:0.000637248/01935233-v:0.000610743/01957529-v:0.00061006/02102398-v:0.000591594/00341560-v:0.000582421/01882814-v:0.00054748/02058994-v:0.000547113/02685951-v:0.00054667/01846916-v:0.000540705/02102002-v:0.000539388/01849221-v:0.000538788/01841079-v:0.000513968/02686471-v:0.000498171/01839538-v:0.000486282/00343898-v:0.000480496
anulada anular VMP00SF 0.992518 02477334-v:0.00298856/00799798-v:0.00269894/02478059-v:0.00266463/01018800-v:0.00221513/00470084-v:0.00219101
por por SP 1 -
o o DA0MS0 1 -
Tribunal_Regional_Eleitoral tribunal_regional_eleitoral NP00O00 1 -
( ( Fpa 1 -
TRE tre NP00O00 1 -
) ) Fpt 1 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Rio_de_Janeiro rio_de_janeiro NP00G00 1 -
e e CC 0.999951 -
novo novo AQ0MS00 0.998311 01730444-a:0.0029885/01642477-a:0.00280166/01641648-a:0.00267533/01687167-a:0.00264318
pleito pleito NCMS000 1 01182654-n:0.013157
foi ir VMIS3S0 0.5 01835496-v:0.00137539/02051694-v:0.00074923/01955984-v:0.000704662/01995549-v:0.000695175/02072849-v:0.00068425/01904930-v:0.000651488/02009433-v:0.000637248/01935233-v:0.000610743/01957529-v:0.00061006/02102398-v:0.000591594/00341560-v:0.000582421/01882814-v:0.00054748/02058994-v:0.000547113/02685951-v:0.00054667/01846916-v:0.000540705/02102002-v:0.000539388/01849221-v:0.000538788/01841079-v:0.000513968/02686471-v:0.000498171/01839538-v:0.000486282/00343898-v:0.000480496
realizado realizar VMP00SM 0.983871 01617192-v:0.00175854/01640855-v:0.00149793/02526085-v:0.00144999/02561995-v:0.00132581/02671880-v:0.00130086/00486018-v:0.00128506/02560767-v:0.00125211/02244603-v:0.00115395/02226028-a:0.00112135
em em SP 1 -
novembro [??:??/11/??:??.??:??] W 1 -
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.00544513/00127815-a:0.00542762
. . Fp 1 -

Mais_uma_vez mais_uma_vez RG 1 -
, , Fc 1 -
Alcione alcione NP00SP0 1 -
perdeu perder VMIS3S0 1 02288828-v:0.00705365/00045817-v:0.0070449/02287618-v:0.00700489/02303331-v:0.00673059/01161087-v:0.00656167
a o DA0FS0 0.675415 -
chance chance NCFS000 1 14483917-n:0.012398/14481929-n:0.00492911/14485064-n:0.00487812/07316856-n:0.00483847/14485249-n:0.00476197/14485436-n:0.00454253/04756504-n:0.00434886
de de SP 1 -
se se PP3CN00 0.861659 -
eleger eleger VMN0000 0.529581 00676864-v:0.0113561/02400760-v:0.0112637/01710481-v:0.0107299
. . Fp 1 -

Assumiu assumir VMIS3S0 1 00632236-v:0.00378798/00524682-v:0.00377298/02381726-v:0.0037262
uma um DI0FS0 0.903495 -
cadeira cadeira NCFS000 1 04161981-n:0.00307002/04161358-n:0.00276693/04326896-n:0.00260897/03001627-n:0.00253073/08647616-n:0.00239605
em em SP 1 -
a o DA0FS0 1 -
Câmara_Federal câmara_federal NP00O00 1 -
em em SP 1 -
março_de_1995 [??:??/3/1995:??.??:??] W 1 -
, , Fc 1 -
em em SP 1 -
substituição substituição NCFS000 1 13547925-n:0.00560143/00196485-n:0.00553597
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
titular titular NCCS000 0.344173 -
Nélson_Bornier nélson_bornier NP00SP0 1 -
, , Fc 1 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Partido_da_Social_Democracia_Brasileira partido_da_social_democracia_brasileira NP00O00 1 -
( ( Fpa 1 -
PSDB psdb NP00O00 1 -
) ) Fpt 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
veio vir VMIS3S0 0.990196 02053941-v:0.00253652/02005948-v:0.00236534/01849746-v:0.00222356/01849221-v:0.00221787/00341917-v:0.00218146/00360932-v:0.0019091
a a SP 0.313151 -
ocupar ocupar VMN0000 0.328 00600370-v:0.00402906/01126360-v:0.00364688/02649042-v:0.00357693
a o DA0FS0 0.675415 -
Secretaria_Especial_da_Baixada_Fluminense secretaria_especial_da_baixada_fluminense NP00O00 1 -
e e CC 0.999951 -
Municípios_Adjacentes municípios_adjacentes NP00SP0 1 -
( ( Fpa 1 -
Sebama sebama NP00V00 1 -
) ) Fpt 1 -
, , Fc 1 -
em em SP 1 -
o o DA0MS0 1 -
governo governo NCMS000 0.914011 08050678-n:0.00396267/01124794-n:0.00381525/00815173-n:0.00352341
Marcelo_Alencar marcelo_alencar NP00SP0 1 -
( ( Fpa 1 -
1995-1998 1995-1998 Z 1 -
) ) Fpt 1 -
. . Fp 1 -

Em em SP 1 -
esse esse DD0MS0 0.946429 - esse PD0MS00 0.0535714 -
mesmo mesmo RG 0.820175 -
ano ano NCMS000 1 15202634-n:0.00112214/15203791-n:0.00109427/15203565-n:0.0010885/15201505-n:0.000976245/15153787-n:0.000971439/15204297-n:0.000960542/08238660-n:0.000955289/15202806-n:0.000943793/15203229-n:0.000910114/15273626-n:0.000902341
, , Fc 1 -
integrou integrar VMIS3S0 1 00466651-v:0.00312513/00642980-v:0.00294425/00467451-v:0.00286448
- - Fg 1 -
inicialmente inicial RG 1 -
como como RG 0.205121 00159040-r:0.00899327
suplente suplente AQ0CS00 0.624504 -
e e CC 0.999951 -
depois depois RG 1 00146281-r:0.00493088/00061203-r:0.0042916
como como RG 0.205121 00159040-r:0.00899327
titular titular AQ0CS00 0.655827 -
- - Fg 1 -
a o DA0FS0 0.675415 -
Comissão_de_Seguridade_Social comissão_de_seguridade_social NP00O00 1 -
e e CC 0.999951 -
Família_da_Câmara família_da_câmara NP00O00 1 -
e e CC 0.999951 -
foi ir VMIS3S0 0.5 01835496-v:0.00108845/02051694-v:0.000591426/01955984-v:0.000560979/01995549-v:0.000546009/01904930-v:0.000540404/02072849-v:0.000531704/02009433-v:0.000501044/01957529-v:0.000486136/01935233-v:0.000482674/02102398-v:0.000469343/00341560-v:0.000460133/01882814-v:0.00043323/02058994-v:0.000432783/02685951-v:0.000432366/01846916-v:0.000430343/02102002-v:0.000426187/01849221-v:0.000424817/01841079-v:0.00040643/02686471-v:0.000394968/01839538-v:0.000384199/00343898-v:0.000379038
membro membro NCMS000 1 10307234-n:0.00243467/05559908-n:0.00229438/05560244-n:0.00220043/13810615-n:0.00207513
titular titular AQ0CS00 0.655827 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Comissão_Parlamentar_de_Inquérito comissão_parlamentar_de_inquérito NP00O00 1 -
( ( Fpa 1 -
CPI cpi NP00O00 1 -
) ) Fpt 1 -
que que PR0CN00 0.584265 -
investigou investigar VMIS3S0 1 00785962-v:0.00205532/00648224-v:0.00201278/00649481-v:0.00190796/00788564-v:0.00179368/00877327-v:0.00175034
a o DA0FS0 0.675415 -
adoção adoção NCFS000 1 00180413-n:0.00299295/00084371-n:0.00298437/01185292-n:0.00279889
e e CC 0.999951 -
o o DA0MS0 0.950254 -
tráfico tráfico NCMS000 1 01113867-n:0.00860507
de de SP 1 -
crianças criança NCFP000 1 09917593-n:0.00162093/10624074-n:0.00123308/09992837-n:0.0011681/09827683-n:0.00109669/10285313-n:0.00102245/10084295-n:0.00098499/09918248-n:0.000926094/09918554-n:0.000862937/09976429-n:0.000859231/09833441-n:0.000815641
brasileiras brasileiro AQ0FP00 0.367412 02966829-a:0.00889512
. . Fp 1 -

Foi ir VMIS3S0 0.5 01835496-v:0.00481116/02051694-v:0.00277711/01955984-v:0.00258323/01995549-v:0.00251522/02072849-v:0.0024988/02009433-v:0.00233224/01904930-v:0.00232691/01935233-v:0.00227503/01957529-v:0.0022399/02102398-v:0.00219353/00341560-v:0.0021633/01882814-v:0.00204278/02058994-v:0.00203396/02685951-v:0.00202441/01846916-v:0.00201572/02102002-v:0.00200563/01849221-v:0.00199349/01841079-v:0.00191921/02686471-v:0.00187234/01839538-v:0.00181982/00343898-v:0.00179267
também também RG 0.998533 00047534-r:0.0409505
membro membro NCMS000 1 10307234-n:0.0112185/05559908-n:0.0108676/05560244-n:0.0104303/13810615-n:0.00984958
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Comissão_de_Constituição_e_Justiça comissão_de_constituição_e_justiça NP00O00 1 -
. . Fp 1 -

Em em SP 1 -
agosto_de_1995 [??:??/8/1995:??.??:??] W 1 -
, , Fc 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00195363/02051694-v:0.00112121/01955984-v:0.00104354/01995549-v:0.00102121/02072849-v:0.00100651/01904930-v:0.000945527/02009433-v:0.000942359/01935233-v:0.000913673/01957529-v:0.000904379/02102398-v:0.00088269/00341560-v:0.00086931/01849221-v:0.000837457/01882814-v:0.000819118/02058994-v:0.000816847/02685951-v:0.000814115/01846916-v:0.000808491/02102002-v:0.000804487/01841079-v:0.000769089/02686471-v:0.000746554/01839538-v:0.000728483/00343898-v:0.000718516
uma um DI0FS0 0.903495 -
de de SP 1 -
as o DA0FP0 0.974798 - o PD0FP00 0.0142702 - o PP3FPA0 0.0109322 -
fundadoras fundador NCFP000 0.392664 10107303-n:0.0170075
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Partido_Progressista_Brasileiro partido_progressista_brasileiro NP00O00 1 -
( ( Fpa 1 -
PPB ppb NP00O00 1 -
) ) Fpt 1 -
, , Fc 1 -
agremiação agremiação NCFS000 1 -
resultante resultante AQ0CS00 0.659671 00122844-a:0.0168313
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
fusão fusão NCFS000 1 13566535-n:0.002526/00380568-n:0.00249827/01238424-n:0.0024166/13485525-n:0.00238029/07373602-n:0.00237825/14418662-n:0.00228349/13485767-n:0.00223264
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
PP pp NP00O00 1 -
com com SP 1 -
o o DA0MS0 0.950254 -
Partido_Progressista_Reformador partido_progressista_reformador NP00O00 1 -
( ( Fpa 1 -
PPR ppr NP00O00 1 -
) ) Fpt 1 -
. . Fp 1 -

Foi ir VMIS3S0 0.5 01835496-v:0.00246089/02051694-v:0.00139033/01955984-v:0.00130265/01995549-v:0.00127234/02072849-v:0.0012536/01904930-v:0.00118965/02009433-v:0.00117282/01935233-v:0.00113931/01957529-v:0.00113225/02102398-v:0.00110123/00341560-v:0.00108542/02102002-v:0.0010282/01882814-v:0.00102341/02058994-v:0.0010204/02685951-v:0.00101749/01846916-v:0.00101/01849221-v:0.00100117/01841079-v:0.000961389/02686471-v:0.000932793/01839538-v:0.00091088/00343898-v:0.000896875
ainda ainda RG 1 00047534-r:0.0205429
representante representante NCCS000 0.97619 10522035-n:0.00391838/09774783-n:0.00344491/10638385-n:0.00331693/10000787-n:0.00314839/10052694-n:0.00303923/10002982-n:0.00276966/10486909-n:0.00274919
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Câmara câmara NP00O00 1 02942699-n:0.0084753/04404997-n:0.00788794/03789171-n:0.00719843
em em SP 1 -
a o DA0FS0 1 -
IV_Conferência_Mundial_sobre_a_Mulher iv_conferência_mundial_sobre_a_mulher NP00O00 1 -
, , Fc 1 -
realizada realizar VMP00SF 0.986111 01617192-v:0.0028748/01640855-v:0.00276864/02526085-v:0.00257262/02561995-v:0.00254259/02671880-v:0.00238545/00486018-v:0.00237634/02560767-v:0.00234259/02244603-v:0.00216181/02226028-a:0.00210225
em em SP 1 -
Pequim pequim NP00G00 1 -
, , Fc 1 -
em em SP 1 -
setembro [??:??/9/??:??.??:??] W 1 -
de de SP 1 -
aquele aquele DD0MS0 0.780172 - aquele PD0MS00 0.219828 -
ano ano NCMS000 1 15202634-n:0.00262277/15203565-n:0.00257592/15203791-n:0.00246944/15153787-n:0.00227712/15204297-n:0.00227686/15201505-n:0.00226486/08238660-n:0.0022598/15202806-n:0.00223227/15203229-n:0.00215387/15273626-n:0.00213188
. . Fp 1 -

Em em SP 1 -
as o DA0FP0 1 -
votações votação NCFP000 1 00183505-n:0.00233091/00182213-n:0.002168
de de SP 1 -
as o DA0FP0 0.974798 - o PD0FP00 0.0142702 - o PP3FPA0 0.0109322 -
emendas emenda NCFP000 0.914011 01250101-n:0.00422156
constitucionais constitucional AQ0CP00 0.667364 00901345-a:0.00138304/00179925-a:0.00138204/02702332-a:0.00131056
propostas proposta NCFP000 0.454918 07162194-n:0.00269482/07162680-n:0.00230378
por por SP 1 -
o o DA0MS0 1 -
governo governo NCMS000 0.914011 08050678-n:0.00165829/01124794-n:0.00162197/00815173-n:0.00140572
federal federal AQ0CS00 1 01107206-a:0.00105224/01606214-a:0.00100758/01106129-a:0.000988976/02725829-a:0.000981135
em em SP 1 -
1995 1995 Z 1 -
, , Fc 1 -
votou votar VMIS3S0 1 02461314-v:0.00247355/02400637-v:0.00137519/02462201-v:0.0013253
a o DA0FS0 0.675415 -
favor favor NCMS000 1 01226941-n:0.00218558/05156319-n:0.00206883
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
quebra quebra NCCS000 0.554 00068333-n:0.00425894
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
monopólio monopólio NCMS000 1 14444114-n:0.00219264/14444326-n:0.00216442
de de SP 1 -
os o DA0MP0 0.958022 - o PD0MP00 0.021587 - o PP3MPA0 0.0203911 -
estados estado NCMP000 0.97619 00024720-n:0.0022109/13920835-n:0.00108202/13945919-n:0.000961041/13920429-n:0.000911158/14418395-n:0.000870372
em em SP 1 -
a o DA0FS0 1 -
distribuição distribuição NCFS000 1 01083077-n:0.00211104/01112885-n:0.00195195
de de SP 1 -
gás gás NCMS000 1 14877585-n:0.00184626/00839597-n:0.00132018/14481080-n:0.00130306
canalizado canalizar VMP00SM 0.992518 01931768-v:0.00139177/01933900-v:0.000876691/02021540-a:0.000871612/02336015-v:0.000800812/01444146-v:0.000789986
, , Fc 1 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
quebra quebra NCCS000 0.554 00068333-n:0.00425894
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
monopólio monopólio NCMS000 1 14444114-n:0.00219264/14444326-n:0.00216442
de de SP 1 -
as o DA0FP0 0.974798 - o PD0FP00 0.0142702 - o PP3FPA0 0.0109322 -
embarcações embarcação NCFP000 1 04194289-n:0.00312576/04530566-n:0.00232864
nacionais nacional AQ0CP00 0.991803 01105840-a:0.0019791/01567862-a:0.00128971/02988060-a:0.00125173/02988402-a:0.00119334/02988281-a:0.00115534/01861776-a:0.00113262/01038332-a:0.00109997
em em SP 1 -
a o DA0FS0 1 -
navegação navegação NCFS000 1 00314469-n:0.00267346/00815801-n:0.00120663/00313806-n:0.00114335/01105737-n:0.00106182
de de SP 1 -
cabotagem cabotagem NCFS000 1 00315307-n:0.00381296
, , Fc 1 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
mudança mudança NCFS000 1 07296428-n:0.000532851/00191142-n:0.000483583/00331950-n:0.000376433/00260622-n:0.000341023/07415730-n:0.000331427/07359599-n:0.00028966/07337390-n:0.000283292/00168658-n:0.000265802/00196485-n:0.000265324/00199130-n:0.000264873/00196084-n:0.00026444/11412727-n:0.000263589/00400083-n:0.00025302/07355194-n:0.000244191/00195415-n:0.000233256/00351485-n:0.000233246/07297633-n:0.000226886
no_conceito_de no_conceito_de SP 1 -
empresa empresa NCFS000 0.994778 08056231-n:0.00426915
nacional nacional AQ0CS00 0.966867 01105840-a:0.0019791/01567862-a:0.00128971/02988060-a:0.00125173/02988402-a:0.00119334/02988281-a:0.00115534/01861776-a:0.00113262/01038332-a:0.00109997
, , Fc 1 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
quebra quebra NCCS000 0.554 00068333-n:0.00425894
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
monopólio monopólio NCMS000 1 14444114-n:0.00219264/14444326-n:0.00216442
estatal estatal AQ0CS00 1 01862161-a:0.00379793
de de SP 1 -
as o DA0FP0 0.974798 - o PD0FP00 0.0142702 - o PP3FPA0 0.0109322 -
telecomunicações telecomunicação NCFP000 1 06271778-n:0.00421093
e e CC 0.999951 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
prorrogação prorrogação NCFS000 1 15233989-n:0.00417482
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Fundo_Social_de_Emergência fundo_social_de_emergência NP00O00 1 -
( ( Fpa 1 -
FSE fse NP00O00 1 -
) ) Fpt 1 -
, , Fc 1 -
rebatizado rebatizado VMP00SM 1 -
de de SP 1 -
Fundo_de_Estabilização_Fiscal fundo_de_estabilização_fiscal NP00O00 1 -
( ( Fpa 1 -
FEF fef NP00O00 1 -
) ) Fpt 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
permitia permitir VMII3S0 0.533333 02255462-v:0.00160844/00803325-v:0.00122612/00802318-v:0.00121178/02255715-v:0.00100315
que que CS 0.398036 -
o o DA0MS0 0.950254 -
governo governo NCMS000 0.914011 08050678-n:0.00165829/01124794-n:0.00162197/00815173-n:0.00140572
