<OUTPUT SRCFILE="2618.raw">
* * Fz 1 -
) ) Fpt 1 -
, , Fc 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00164312/02051694-v:0.000934354/01955984-v:0.000873339/01995549-v:0.00085009/02072849-v:0.000837678/01904930-v:0.000797684/02009433-v:0.000786396/01935233-v:0.000761932/01957529-v:0.000760537/02102398-v:0.000736884/00341560-v:0.000724156/01882814-v:0.000683166/02058994-v:0.000681442/02685951-v:0.000679205/01846916-v:0.000674617/02102002-v:0.000672379/01849221-v:0.000668178/01841079-v:0.00064148/02686471-v:0.000621989/01839538-v:0.000607585/00343898-v:0.000598053
professor professor NCMS000 1 10560352-n:0.00834517/10694258-n:0.00828345/10559840-n:0.00675956/10480730-n:0.00212129/09759069-n:0.00181997/10298482-n:0.00176834/10252222-n:0.00171494/05854812-n:0.00162927
em em SP 1 -
o o DA0MS0 1 -
Departamento_de_Economia_e_Administração departamento_de_economia_e_administração NP00O00 1 -
e e CC 0.999951 -
em em SP 1 -
a o DA0FS0 1 -
Faculdade_de_Filosofia_da_Ucpe faculdade_de_filosofia_da_ucpe NP00O00 1 -
. . Fp 1 -

Também também RG 0.998533 00047534-r:0.0327875
foi ir VMIS3S0 0.5 01835496-v:0.00384744/02051694-v:0.00223914/01955984-v:0.00207527/01995549-v:0.00201869/02072849-v:0.00200373/02009433-v:0.00187397/01904930-v:0.00186385/01935233-v:0.00182449/01957529-v:0.00179905/02102398-v:0.00175976/00341560-v:0.00173353/01882814-v:0.00163573/02058994-v:0.00162951/02685951-v:0.00162066/01846916-v:0.00161466/02102002-v:0.00160826/01849221-v:0.00159695/01841079-v:0.00153617/02686471-v:0.0014918/01839538-v:0.00145599/00343898-v:0.00143432
professor professor NCMS000 1 10694258-n:0.00571496/10560352-n:0.00546984/10480730-n:0.00495185/10559840-n:0.00442587/09759069-n:0.00433527/10298482-n:0.00423109/10252222-n:0.00409956/05854812-n:0.00389008
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Departamento_de_Estatística_e_Informática departamento_de_estatística_e_informática NP00O00 1 -
e e CC 0.999951 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Escola_de_Engenharia_da_UFPE escola_de_engenharia_da_ufpe NP00O00 1 -
. . Fp 1 -

Em em SP 1 -
1968 1968 Z 1 -
e e CC 0.999951 -
1969 1969 Z 1 -
, , Fc 1 -
participou participar VMIS3S0 1 02450256-v:0.0123644
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
grupo grupo NCMS000 0.997738 07951464-n:0.00210887/00031264-n:0.00178948/07996689-n:0.00107885/07997703-n:0.0010753/07961480-n:0.000984248/07965085-n:0.000982881/08400452-n:0.000957913/07961016-n:0.000949925/06016853-n:0.000939963/08240169-n:0.000921024/07954731-n:0.000914172/08400772-n:0.00085595/07954014-n:0.000838974
de de SP 1 -
trabalho trabalho NCMS000 0.997967 00575741-n:0.00200242/00584367-n:0.00156439/00582388-n:0.00151441/04602044-n:0.00129375/00576877-n:0.00125373/00796886-n:0.00124551/00581241-n:0.00122846/00621476-n:0.00120983/08137495-n:0.00116721/00576717-n:0.00114265
de de SP 1 -
reestruturação reestruturação NCFS000 1 01137987-n:0.0115562
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
sistema sistema NCMS000 1 14981183-n:0.00199954/04377057-n:0.00158921/08435388-n:0.00158602/05902872-n:0.00156708/05726596-n:0.00156665/05661996-n:0.00155351/05237227-n:0.00145365/05219097-n:0.00141106
estadual estadual AQ0CS00 1 -
de de SP 1 -
elaboração elaboração NCFS000 1 04766852-n:0.00416137/00250710-n:0.00396574/04698112-n:0.00391967
estatística estatístico AQ0FS00 0.667364 02911627-a:0.0121157
e e CC 0.999951 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
implantação implantação NCFS000 1 03563710-n:0.0122067
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
sistema sistema NCMS000 1 14981183-n:0.00199954/04377057-n:0.00158921/08435388-n:0.00158602/05902872-n:0.00156708/05726596-n:0.00156665/05661996-n:0.00155351/05237227-n:0.00145365/05219097-n:0.00141106
de de SP 1 -
controle controlo NCMS000 0.969804 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
imposto imposto NCMS000 0.255814 13308999-n:0.00591031/13308864-n:0.00463235/13400798-n:0.00456032
sobre sobre SP 0.997342 -
circulação circulação NCFS000 1 07312221-n:0.00442374/11439031-n:0.00438253/08425303-n:0.00420269
de de SP 1 -
mercadorias mercadoria NCFP000 1 03076708-n:0.00485292/03748886-n:0.00432959/02745091-n:0.0038712
( ( Fpa 1 -
ICM icm NP00O00 1 -
) ) Fpt 1 -
. . Fp 1 -

Em em SP 1 -
1971 1971 Z 1 -
, , Fc 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00222898/02051694-v:0.00123642/01995549-v:0.00118484/01955984-v:0.00116468/02072849-v:0.00111727/01904930-v:0.00108401/02009433-v:0.00104803/01935233-v:0.00102883/01957529-v:0.00100682/02102398-v:0.000989414/00341560-v:0.000969078/01882814-v:0.000911517/02058994-v:0.000910132/02685951-v:0.000905883/01846916-v:0.000900362/02102002-v:0.000894886/01849221-v:0.000891153/01841079-v:0.000855652/02686471-v:0.000829394/01839538-v:0.00080977/00343898-v:0.000797962
coordenador coordenador NCMS000 0.596154 09963914-n:0.0180364
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
equipe equipar VMSP3S0 0.615914 02339413-v:0.0100421/02338003-v:0.00840914
de de SP 1 -
elaboração elaboração NCFS000 1 04766852-n:0.00647203/00250710-n:0.00616853/04698112-n:0.00609538
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
programa programa NCMS000 0.992095 06619428-n:0.00234084/05898568-n:0.00231956/06495328-n:0.00224402/06568978-n:0.00208967/06566077-n:0.00184544/05899087-n:0.00179984/05910940-n:0.00178183/05902545-n:0.00177043/06676416-n:0.00172557/06486042-n:0.00170935/06748466-n:0.00170054
de de SP 1 -
ação ação NCFS000 1 00037396-n:0.00520664/14006945-n:0.00399079/00030358-n:0.00386355/01080366-n:0.00378542/01168369-n:0.00350112
coordenada coordenar VMP00SF 0.721862 00404642-v:0.00917517/02437905-v:0.00902056/02438228-v:0.00587198
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
governo governo NCMS000 0.914011 08050678-n:0.00661849/01124794-n:0.00636698/00815173-n:0.00587337
de de SP 1 -
Pernambuco pernambuco NP00G00 1 -
. . Fp 1 -

Em em SP 1 -
1975 1975 Z 1 -
, , Fc 1 -
assumiu assumir VMIS3S0 1 00632236-v:0.0141477/00524682-v:0.0140941/02381726-v:0.0139336
a o DA0FS0 0.675415 -
Secretaria_de_Educação_e_Cultura_do_Estado_de_Pernambuco secretaria_de_educação_e_cultura_do_estado_de_pernambuco NP00O00 1 -
, , Fc 1 -
em em SP 1 -
o o DA0MS0 1 -
governo governo NCMS000 0.914011 08050678-n:0.014808/01124794-n:0.0142809/00815173-n:0.0132071
de de SP 1 -
Moura_Cavalcanti moura_cavalcanti NP00SP0 1 -
( ( Fpa 1 -
1975-1979 1975-1979 Z 1 -
) ) Fpt 1 -
. . Fp 1 -

Em em SP 1 -
o o DA0MS0 1 -
governo governo NCMS000 0.914011 08050678-n:0.0098933/01124794-n:0.00953117/00815173-n:0.00880788
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.0136048/00127815-a:0.0135638
, , Fc 1 -
de de SP 1 -
Marco_Maciel marco_maciel NP00SP0 1 -
( ( Fpa 1 -
1979-1982 1979-1982 Z 1 -
) ) Fpt 1 -
, , Fc 1 -
foi ir VMIS3S0 0.5 01835496-v:0.00330696/02051694-v:0.00186709/01955984-v:0.0017386/01995549-v:0.00169437/02072849-v:0.00167367/02009433-v:0.00158718/01904930-v:0.00156728/01935233-v:0.00154388/01957529-v:0.00150847/02102398-v:0.00147038/00341560-v:0.00144584/01882814-v:0.00136549/02058994-v:0.00135977/02685951-v:0.00135685/01846916-v:0.00134973/02102002-v:0.00134144/01849221-v:0.00133481/01841079-v:0.00128242/02686471-v:0.00124725/01839538-v:0.0012139/00343898-v:0.00119579
secretário secretário NCMS000 1 10570019-n:0.00969806/10569744-n:0.00967398/01618503-n:0.00900607
de de SP 1 -
Habitação habitação NP00O00 1 03544360-n:0.00554811/03259505-n:0.00527859/02821627-n:0.00499524/01053920-n:0.00469502/01054545-n:0.00457505/03679384-n:0.00457437
de de SP 1 -
1979 1979 Z 1 -
a a SP 0.313151 -
1982 1982 Z 1 -
. . Fp 1 -

Estreou estrear VMIS3S0 1 01718331-v:0.0197019
em em SP 1 -
as o DA0FP0 1 -
urnas urna NCFP000 1 04516214-n:0.0104915/02782681-n:0.00957388
em em SP 1 -
novembro_de_1982 [??:??/11/1982:??.??:??] W 1 -
, , Fc 1 -
elegendo eleger VMG0000 1 -
se se PP3CN00 1 -
deputado deputado NCMS000 0.993827 09830400-n:0.00990774/10005934-n:0.00979483
federal federal AQ0CS00 1 01606214-a:0.00502306/01107206-a:0.00488863/02725829-a:0.00486262/01106129-a:0.0047492
em em SP 1 -
a o DA0FS0 1 -
legenda legenda NCFS000 0.8193 06346891-n:0.0110403/06347588-n:0.0102686
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Partido_Democrático_Social partido_democrático_social NP00O00 1 -
( ( Fpa 1 -
PDS pds NP00O00 1 -
) ) Fpt 1 -
. . Fp 1 -

Em em SP 1 -
1983 1983 Z 1 -
, , Fc 1 -
integrou integrar VMIS3S0 1 00466651-v:0.0197056/00642980-v:0.0186383/00467451-v:0.018132
a o DA0FS0 0.675415 -
Comissão_de_Economia comissão_de_economia NP00O00 1 -
, , Fc 1 -
Indústria_e_Comércio_da_Câmara_dos_Deputados indústria_e_comércio_da_câmara_dos_deputados NP00O00 1 -
. . Fp 1 -

Apesar_de apesar_de SP 1 -
pertencer pertencer VMN0000 0.529581 02719930-v:0.00383669/02653706-v:0.00292545/02737569-v:0.0028286/02737724-v:0.00272679
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
partido partido NCMS000 0.98773 -
governista governista AQ0CS00 0.477912 -
, , Fc 1 -
participou participar VMIS3S0 1 02450256-v:0.0123758
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
grupo grupo NCMS000 0.997738 07951464-n:0.00212122/00031264-n:0.00177964/07965085-n:0.00137006/07996689-n:0.00107889/07997703-n:0.00103909/07961480-n:0.00100241/08400452-n:0.000950672/07961016-n:0.000949747/06016853-n:0.000939523/08240169-n:0.000925555/07954731-n:0.000914342/08400772-n:0.000855634/07954014-n:0.000838314
Pró-Diretas pró-diretas NP00O00 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
reunia reunir VMII3S0 0.514434 02428924-v:0.00137842/01380638-v:0.00137305/02304982-v:0.00126555/01384439-v:0.00104531/02218173-v:0.000981754/01381913-v:0.000977397/00270215-v:0.000973076/01354673-v:0.000971156/02469835-v:0.000959469/01656788-v:0.00095192/00193486-v:0.000924659/02598143-v:0.000923826/02024716-v:0.000905518
políticos político AQ0MP00 0.861842 02857407-a:0.0057286/02857587-a:0.00558179
favoráveis favorável AQ0CP00 1 00995775-a:0.00258153/00064479-a:0.00197497/00995119-a:0.00193485/00177547-a:0.00170534/00996343-a:0.0016481/01246801-a:0.00161904/00604978-a:0.00160845
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
volta volta NCFS000 0.992095 00051192-n:0.00576423/07447022-n:0.00554267
de de SP 1 -
as o DA0FP0 0.974798 - o PD0FP00 0.0142702 - o PP3FPA0 0.0109322 -
eleições eleição NCFP000 1 00181781-n:0.00342322/05790944-n:0.00331591/00183505-n:0.00308838/00180962-n:0.00295674
diretas direta NCFP000 1 -
para para SP 0.999444 -
a o DA0FS0 0.675415 -
presidência presidência NCFS000 1 15266265-n:0.00589379/00596807-n:0.00587868
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
República república NP00O00 1 08168978-n:0.00626736/08361329-n:0.00606804
. . Fp 1 -

Em em SP 1 -
25_de_abril_de_1984 [??:25/4/1984:??.??:??] W 1 -
votou votar VMIS3S0 1 02461314-v:0.00703807/02400637-v:0.00491318/02462201-v:0.00478942
a o DA0FS0 0.675415 -
favor favor NCMS000 1 01226941-n:0.00790845/05156319-n:0.00748235
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
emenda emenda NCFS000 0.59448 01250101-n:0.0153527
Dante_de_Oliveira dante_de_oliveira NP00SP0 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
propunha propor VMII3S0 0.533333 00879540-v:0.00261892/02401523-v:0.00246613/00878136-v:0.00234246/02396716-v:0.00232035/00875394-v:0.00223207/02722663-v:0.00209907/00879764-v:0.00204937
o o DA0MS0 0.950254 -
restabelecimento restabelecimento NCMS000 1 00045646-n:0.0148259
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
pleito pleito NCMS000 1 01182654-n:0.0153959
direto direto NCMS000 1 -
para para SP 0.999444 -
presidente presidente NCMS000 0.998938 10467395-n:0.00319134/10468962-n:0.0030638/10467179-n:0.00288469/10469346-n:0.00272515/10468750-n:0.00267453/10468559-n:0.00258593
ainda ainda RG 1 00047534-r:0.0149165
em em SP 1 -
novembro [??:??/11/??:??.??:??] W 1 -
de de SP 1 -
aquele aquele DD0MS0 0.780172 - aquele PD0MS00 0.219828 -
ano ano NCMS000 1 15202634-n:0.00191968/15203565-n:0.0018785/15203791-n:0.0018584/15153787-n:0.00166549/15204297-n:0.00165743/15201505-n:0.00165104/08238660-n:0.00165009/15202806-n:0.00162718/15203229-n:0.00156998/15273626-n:0.00155232
. . Fp 1 -

Como como CS 0.751351 -
a o DA0FS0 0.675415 -
emenda emenda NCFS000 0.59448 01250101-n:0.00563328
não não RN 0.99985 00118531-r:0.00570626
obteve obter VMIS3S0 1 02526085-v:0.000651107/02210855-v:0.000640529/02238085-v:0.000561378/02288295-v:0.000542891/02207206-v:0.000530179/02289295-v:0.000503571/00522751-v:0.000450291/02290461-v:0.000444372/02236124-v:0.000438386/02238770-v:0.000435707/02239261-v:0.000419167/00597915-v:0.000412514/02359340-v:0.00039129/02527431-v:0.000390871
o o DA0MS0 0.950254 -
número número NCMS000 1 13582013-n:0.000549585/05121418-n:0.000489028/13741022-n:0.000481457/05090441-n:0.00045207/06807198-n:0.000429334/05855125-n:0.000417355/05861067-n:0.000410167/05107765-n:0.000404066/13742358-n:0.000402199/06425065-n:0.000398861/00033615-n:0.000395812/06596978-n:0.000393792/06426111-n:0.000387596/06892016-n:0.000372533/06326526-n:0.000359383
de de SP 1 -
votos voto NCMP000 0.987805 -
indispensáveis indispensável AQ0CP00 1 00903668-a:0.00220053/00903894-a:0.00216035/01580306-a:0.00195189
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
sua seu DP3FSS 0.929764 -
aprovação aprovação NCFS000 1 06686736-n:0.000772008/06687358-n:0.000719518/07175241-n:0.000689321/06689297-n:0.000599693/01215392-n:0.000595838/07175575-n:0.00055454/06692572-n:0.000551127/06687701-n:0.000534769/06687178-n:0.000529657/07177192-n:0.000517532/14412374-n:0.000516768
em em SP 1 -
a o DA0FS0 1 -
Câmara câmara NP00O00 1 02942699-n:0.00227481/04404997-n:0.00211341/03789171-n:0.0019232
— — Fz 1 -
faltaram faltar VMIS3P0 0.65 -
22 22 Z 1 -
para para SP 0.999444 -
que que CS 0.398036 -
o o DA0MS0 0.950254 -
projeto projeto NCMS000 1 05898568-n:0.00159767/00795720-n:0.00133918/05902327-n:0.00114161/05891572-n:0.00113792/05910453-n:0.00111726
pudesse poder VMSI3S0 0.5 -
ser ser VMN0000 0.33093 02604760-v:0.00642898
encaminhado encaminhar VMP00SM 0.99251 02439732-v:0.00537959
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Senado senado NP00O00 1 08161477-n:0.0055264
— — Fz 1 -
seguiu seguir VMIS3S0 1 02634265-v:0.00129217/02720354-v:0.00115429/01995549-v:0.00101725/02025550-v:0.000972706/01998432-v:0.000932813/01991931-v:0.000930443
o o DA0MS0 0.950254 -
grupo grupo NCMS000 0.997738 00031264-n:0.0015239/07951464-n:0.00103376/07965085-n:0.000684637/07996689-n:0.000531887/07997703-n:0.000521277/07961480-n:0.000478026/07961016-n:0.000450672/08400452-n:0.00044627/06016853-n:0.000442153/08240169-n:0.000437705/07954731-n:0.000427655/08400772-n:0.000400011/07954014-n:0.000391953
de de SP 1 -
os o DA0MP0 0.958022 - o PD0MP00 0.021587 - o PP3MPA0 0.0203911 -
pedessistas pedessistas NCCP000 0.654081 -
liderados liderar VMP00PM 0.721918 -
por por SP 1 -
Marco_Maciel marco_maciel NP00SP0 1 -
em em SP 1 -
a o DA0FS0 1 -
formação formação NCFS000 1 00883297-n:0.00151313/08426461-n:0.00142046/00925207-n:0.00138747/03385117-n:0.00135091
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
dissidência dissidência NCFS000 1 10018021-n:0.00273091/00386676-n:0.00264108
, , Fc 1 -
chamada chamar VMP00SF 0.650794 01028748-v:0.00124078/00792471-v:0.00116511/01030132-v:0.00116427/02508245-v:0.00112129/01916555-a:0.0010538
de de SP 1 -
Frente_Liberal frente_liberal NP00SP0 1 -
, , Fc 1 -
que que PR0CN00 0.584265 -
apoiou apoiar VMIS3S0 1 02556126-v:0.00123798/02556817-v:0.00120413/02447793-v:0.00115896/01988458-v:0.00105944/01502946-v:0.00104438
a o DA0FS0 0.675415 -
candidatura candidatura NCFS000 1 00799537-n:0.00564438
de de SP 1 -
Tancredo_Neves tancredo_neves NP00SP0 1 -
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
presidência presidência NCFS000 1 15266265-n:0.00275408/00596807-n:0.00274821
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
República república NP00O00 1 08168978-n:0.00298485/08361329-n:0.00284648
, , Fc 1 -
em em SP 1 -
o o DA0MS0 1 -
Colégio_Eleitoral colégio_eleitoral NP00G00 1 -
, , Fc 1 -
reunido reunir VMP00SM 0.992518 02428924-v:0.000679784/02304982-v:0.00067801/01380638-v:0.000646452/01384439-v:0.000492098/01354673-v:0.000463963/02218173-v:0.000462102/01381913-v:0.00045854/02469835-v:0.000458257/00270215-v:0.000456817/01656788-v:0.000448891/00193486-v:0.000440025/02598143-v:0.000432953/02024716-v:0.00042575
em em SP 1 -
15_de_janeiro_de_1985 [??:15/1/1985:??.??:??] W 1 -
. . Fp 1 -

Em em SP 1 -
essa esse DD0FS0 0.887454 - esse PD0FS00 0.112546 -
ocasião ocasião NCFS000 1 07308889-n:0.00500652/14485064-n:0.00477475
, , Fc 1 -
Tancredo tancredo NCMS000 1 -
, , Fc 1 -
lançado lançar VMP00SM 0.953488 01508368-v:0.00210142/01507143-v:0.00103847/01514655-v:0.000973234/01507792-v:0.000958877/01512465-v:0.000956045/01514525-v:0.000935494/01951480-v:0.00093132/02043190-v:0.000931163/01515196-v:0.000921608/01242689-v:0.000916495/01241614-v:0.000859986
por por SP 1 -
a o DA0FS0 1 -
coligação coligação NCFS000 1 08293982-n:0.00493801/14418662-n:0.00467686
oposicionista oposicionista AQ0CS00 0.434051 -
formada formar VMP00SF 0.992518 01659248-v:0.00533528/00142191-v:0.00520263
por por SP 1 -
a o DA0FS0 1 -
Frente_Liberal frente_liberal NP00O00 1 -
e e CC 0.999951 -
por por SP 1 -
o o DA0MS0 1 -
Partido_do_Movimento_Democrático_Brasileiro partido_do_movimento_democrático_brasileiro NP00O00 1 -
( ( Fpa 1 -
PMDB pmdb NP00O00 1 -
) ) Fpt 1 -
, , Fc 1 -
contando contar VMG0000 1 00948071-v:0.00266655/00952524-v:0.00255964/00953216-v:0.00253197/00947857-v:0.00242454
com com SP 1 -
o o DA0MS0 0.950254 -
voto voto NCMS000 0.968254 -
de de SP 1 -
José_Jorge josé_jorge NP00SP0 1 -
, , Fc 1 -
derrotou derrotar VMIS3S0 1 01101913-v:0.00334083/01108148-v:0.002847/01109259-v:0.00215035/01108627-v:0.00206038/01104018-v:0.00192081
o o DA0MS0 0.950254 -
candidato candidato NCMS000 0.962264 09607280-n:0.0025831/09889691-n:0.00258279/09890749-n:0.00243487/10001647-n:0.00232924
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
regime regime NCMS000 1 05909585-n:0.00910431
militar militar AQ0CS00 0.662338 -
, , Fc 1 -
Paulo_Maluf paulo_maluf NP00SP0 1 -
. . Fp 1 -

Contudo contudo CC 1 -
, , Fc 1 -
por por SP 1 -
motivo motivo NCMS000 0.97619 07029682-n:0.00569733/05920272-n:0.00565663/07028797-n:0.00518481
de de SP 1 -
doença doença NCFS000 1 14070360-n:0.00315387/14052403-n:0.002781/14204950-n:0.00258/14061805-n:0.0025797/14055408-n:0.00254788/14213199-n:0.00224837/14563928-n:0.00220488
, , Fc 1 -
Tancredo_Neves tancredo_neves NP00SP0 1 -
não não RN 0.99985 00118531-r:0.0170873
chegou chegar VMIS3S0 1 00208055-v:0.00640958/02015384-v:0.00567573/00634472-v:0.00553711
a a SP 0.313151 -
ser ser VMN0000 0.33093 02604760-v:0.0191035
empossado empossar VMP00SM 0.992518 -
em em SP 1 -
a o DA0FS0 1 -
presidência presidência NCFS000 1 00596807-n:0.0082178/15266265-n:0.00819495
, , Fc 1 -
vindo vir VMG0000 0.287671 02005948-v:0.00497089/02053941-v:0.00382079/01849746-v:0.00333831/01849221-v:0.00332922/00341917-v:0.00330301/00360932-v:0.00294819
a a SP 0.313151 -
falecer falecer VMN0000 0.529581 00358431-v:0.00868083/00354845-v:0.00799127
em em SP 1 -
21_de_abril_de_1985 [??:21/4/1985:??.??:??] W 1 -
. . Fp 1 -

Seu seu DP3MSS 0.957305 -
substituto substituto NCMS000 0.632636 10680153-n:0.024545
em em SP 1 -
o o DA0MS0 1 -
cargo cargo NCMS000 1 00586262-n:0.01468/13945102-n:0.0115656
